wave,id,risk,offer_rate,photo_female,photo_none,intshown,suggest_use,special_offer,applied
1,17022,Medium,6.99,1,0,1,1,1,1
1,17023,Low,5.55,1,0,1,1,1,0
2,17024,Medium,9.49,1,0,1,0,0,1
2,17025,High,6.5,0,1,0,0,1,0
2,17026,Low,6.99,1,0,1,1,1,1
1,17027,High,11.19,0,0,1,1,1,0
2,17028,High,9.49,0,1,0,1,1,0
2,17029,High,10.99,1,0,1,0,0,0
2,17030,High,7,1,0,1,0,1,0
1,17031,High,7.99,0,0,1,1,1,0
2,17032,High,10.49,0,0,1,1,1,0
2,17033,High,9.75,1,0,1,1,0,0
2,17034,High,4.49,0,1,1,1,0,0
1,17035,High,8.5,0,0,1,1,1,0
2,17036,High,11.19,1,0,1,1,1,0
2,17037,Low,7.5,1,0,1,1,1,0
2,17038,High,11.11,1,0,1,1,1,0
1,17039,Low,3.49,1,0,1,1,1,0
2,17040,Low,6.5,0,0,1,1,0,0
1,17041,Low,5.49,1,0,1,1,1,0
1,17042,High,5,1,0,1,1,1,0
2,17043,High,8.880000000000001,0,0,0,0,1,0
1,17044,High,11.69,0,0,1,1,1,1
2,17045,High,7.5,1,0,1,1,0,0
1,17046,High,7.5,1,0,1,1,1,0
1,17047,High,11,0,0,1,0,1,0
1,17048,High,8.99,1,0,1,1,1,0
1,17049,High,9.25,1,0,0,1,1,0
1,17050,Low,5.55,1,0,1,1,1,0
2,17051,High,11.69,0,1,1,1,0,0
2,17052,Low,3.25,1,0,1,0,1,0
1,17053,High,7.99,0,0,1,1,1,0
2,17054,High,9.69,1,0,0,1,1,0
1,17055,High,9.75,0,1,1,1,1,0
1,17056,High,11.75,0,0,1,1,1,0
1,17057,Low,4.49,0,0,1,1,1,0
1,17058,High,8.5,1,0,1,1,1,0
2,17059,High,8.99,0,0,1,1,1,0
2,17060,High,9.75,0,0,1,1,0,0
1,17061,High,8.5,0,1,1,1,1,0
1,17062,Medium,4.49,0,0,1,1,1,0
1,17063,High,7.77,0,1,1,1,1,0
1,17064,Medium,5.99,1,0,1,1,1,0
2,17065,High,8.19,0,0,1,1,1,0
2,17066,High,4.44,0,1,1,0,0,0
1,17067,High,7.99,0,1,1,1,1,0
1,17068,High,6,1,0,1,1,1,0
2,17069,High,4,1,0,1,1,0,0
1,17070,High,9.75,0,0,0,1,1,0
1,17071,High,10.5,0,0,0,1,1,0
2,17072,High,6.5,1,0,1,0,1,0
2,17073,Low,4,1,0,1,1,0,0
1,17074,High,11.69,0,1,0,1,1,0
2,17075,Medium,9.25,1,0,1,1,1,0
2,17076,High,10.5,1,0,1,0,1,0
2,17077,High,4.5,0,1,1,1,0,1
2,17078,High,8.880000000000001,1,0,1,1,0,0
2,17079,High,4,1,0,0,1,1,0
1,17080,High,11.11,1,0,0,1,1,0
2,17081,High,11.75,0,1,0,1,1,0
1,17082,High,9.69,1,0,1,1,1,0
2,17083,Low,3.5,1,0,1,1,1,0
2,17084,High,4.49,1,0,1,1,1,0
2,17085,High,10.99,0,1,0,1,1,0
1,17086,Medium,5,1,0,1,1,1,0
2,17087,Low,6,1,0,1,1,1,1
2,17088,High,7.99,0,0,1,1,1,0
2,17089,High,10.5,1,0,1,1,0,0
2,17090,High,10.25,0,0,0,1,1,0
2,17091,High,11.69,1,0,1,1,0,0
2,17092,High,8,0,0,1,1,1,0
1,17093,High,10.49,0,0,1,1,1,0
2,17094,High,7.75,1,0,1,1,1,0
2,17095,High,9.99,0,0,0,0,0,0
1,17096,High,7.99,0,0,1,1,1,0
1,17097,High,4.44,0,0,1,1,1,0
2,17098,High,7.25,1,0,1,1,1,0
2,17099,High,10,0,0,1,0,1,0
2,17100,High,3.49,1,0,1,0,1,0
1,17101,High,8.19,0,1,1,1,1,0
1,17102,Low,7,1,0,1,1,1,0
2,17103,High,10.25,1,0,0,1,1,0
1,17104,Low,4.49,0,0,1,1,1,1
2,17105,High,6.75,1,0,1,1,0,0
2,17106,Medium,8,1,0,1,1,1,0
2,17107,High,11.75,0,1,1,1,1,0
1,17108,Low,6.75,1,0,1,0,1,0
1,17109,High,10.99,0,1,1,1,1,0
2,17110,High,11.19,0,0,1,1,0,0
1,17111,High,9.25,0,0,1,1,1,0
1,17112,High,8.5,0,1,1,1,1,0
1,17113,Low,7.25,0,0,1,1,1,0
1,17114,High,5.49,1,0,1,1,1,0
2,17115,High,4.49,1,0,0,0,1,0
1,17116,High,10.5,0,0,1,0,1,0
1,17117,High,10.99,0,0,0,0,1,0
2,17118,High,9.75,1,0,1,1,1,0
2,17119,Low,7.5,1,0,1,1,1,0
2,17120,Low,4,1,0,1,1,1,0
2,17121,High,4.5,1,0,1,1,0,0
2,17122,High,6.75,0,1,1,1,0,0
1,17123,High,11.19,1,0,1,1,1,0
1,17124,High,11.69,1,0,1,1,1,0
1,17125,High,4.49,1,0,1,1,1,0
2,17126,High,8,0,1,0,1,1,0
1,17127,High,10.99,1,0,1,1,1,0
1,17128,Medium,3.49,0,0,1,1,1,1
1,17129,High,8.5,1,0,1,1,1,0
2,17130,Medium,7,1,0,1,1,0,0
2,17131,Medium,7,0,0,1,1,0,0
2,17132,High,8.5,1,0,1,1,0,0
1,17133,High,8.880000000000001,0,0,1,1,1,0
1,17134,High,8.99,1,0,1,1,1,0
2,17135,High,6.99,0,0,1,0,1,0
1,17136,High,10,1,0,1,1,1,0
2,17137,High,7,0,0,1,0,1,0
2,17138,High,5.49,1,0,0,0,0,0
2,17139,High,5.99,0,0,0,1,1,0
1,17140,High,3.99,1,0,0,0,1,0
2,17141,High,11.75,1,0,1,1,1,0
2,17142,High,10,0,0,1,1,1,0
1,17143,Medium,4.99,1,0,0,1,1,1
2,17144,High,9,0,1,1,1,1,0
2,17145,High,8.99,1,0,1,1,0,0
1,17146,High,6.99,0,1,1,1,1,1
1,17147,High,7.75,0,0,0,1,1,0
1,17148,High,4.44,0,0,0,0,1,0
2,17149,High,10.5,1,0,1,1,0,1
2,17150,High,10.99,1,0,1,1,1,0
2,17151,High,11.69,1,0,1,1,0,0
2,17152,High,8.19,0,1,1,1,1,0
2,17153,Medium,7.77,1,0,0,1,1,1
1,17154,Low,4.49,0,1,1,0,1,0
1,17155,Medium,6.99,1,0,1,1,1,0
1,17156,Medium,6.99,0,0,1,1,1,0
1,17157,Low,6.99,0,0,1,1,1,0
2,17158,High,11.11,1,0,1,0,1,0
1,17159,High,5.55,0,1,0,1,1,0
2,17160,Low,4.99,1,0,1,0,1,0
1,17161,High,10.25,1,0,0,0,1,0
2,17162,High,7.99,0,1,1,1,1,0
1,17163,High,8.99,0,0,1,1,1,0
1,17164,Medium,5.49,1,0,1,0,1,1
2,17165,High,11.19,1,0,1,1,1,0
2,17166,High,11.19,1,0,1,1,0,0
2,17167,Low,6.5,0,0,1,1,0,1
2,17168,High,5.99,1,0,0,1,1,0
2,17169,High,5.49,1,0,1,1,0,0
1,17170,High,5.55,0,1,1,1,1,0
2,17171,High,9.69,0,1,0,1,1,0
1,17172,High,5,1,0,1,1,1,0
2,17173,High,9.69,1,0,1,1,1,0
2,17174,High,7.75,0,0,1,1,0,0
2,17175,High,10.99,1,0,1,0,0,0
1,17176,High,10,1,0,1,1,1,0
2,17177,Low,6.99,1,0,1,1,0,0
2,17178,High,5.49,0,0,1,1,1,0
1,17179,Medium,4.99,1,0,1,0,1,0
2,17180,High,10.49,1,0,0,1,1,0
1,17181,High,6.75,1,0,1,1,1,0
2,17182,High,3.49,0,0,0,1,1,1
2,17183,Medium,7.49,0,0,1,1,1,0
2,17184,High,10.49,0,0,1,0,0,0
1,17185,High,9.49,1,0,1,1,1,0
2,17186,Low,5.99,0,1,1,0,1,0
2,17187,High,7.77,0,1,0,1,1,0
1,17188,High,7.25,1,0,1,1,1,0
1,17189,Low,5.49,1,0,1,0,1,0
2,17190,High,6.99,0,1,1,1,0,0
1,17191,Low,7,0,0,0,0,1,0
2,17192,Low,7,1,0,1,1,1,0
1,17193,High,10.49,0,0,1,1,1,0
2,17194,Medium,9.49,1,0,1,1,0,0
2,17195,High,9.49,1,0,0,1,1,0
2,17196,High,9.25,1,0,0,1,0,0
2,17197,High,7,0,0,1,0,0,0
2,17198,High,9.99,1,0,0,0,1,0
2,17199,High,4.5,1,0,0,1,0,0
2,17200,Medium,9.49,1,0,1,1,1,0
2,17201,High,10.5,0,1,1,1,0,0
1,17202,Low,4.49,0,0,1,1,1,0
2,17203,High,8.880000000000001,0,1,1,0,0,0
2,17204,High,10,0,0,1,1,1,0
2,17205,High,10.5,1,0,1,1,1,0
2,17206,High,7.75,1,0,0,1,0,0
2,17207,High,11.19,0,0,1,1,0,0
2,17208,Medium,7.75,1,0,1,1,0,0
2,17209,High,11,1,0,1,1,1,0
2,17210,High,6,0,0,1,1,1,0
2,17211,High,8.99,0,1,1,1,1,0
1,17212,High,11.11,1,0,1,0,1,0
2,17213,High,11.11,0,1,1,1,0,0
1,17214,High,7.49,0,0,1,1,1,0
2,17215,High,10.99,1,0,1,1,0,0
1,17216,High,11.19,0,0,0,1,1,0
1,17217,High,11,0,0,0,1,1,0
2,17218,High,10.49,1,0,0,1,0,0
2,17219,High,6.75,0,1,0,1,1,0
1,17220,High,9.69,1,0,1,1,1,0
2,17221,High,11.11,0,0,0,0,1,0
1,17222,High,3.25,1,0,1,1,1,0
1,17223,Low,4.44,1,0,1,1,1,0
2,17224,High,11.69,0,1,0,1,1,0
2,17225,Low,5.5,0,0,1,0,1,1
2,17226,High,11.19,0,0,0,1,0,0
1,17227,Medium,4.99,1,0,1,1,1,0
2,17228,High,7.77,0,1,1,0,1,0
1,17229,High,11,0,0,1,1,1,0
1,17230,High,7.77,0,1,1,1,1,0
1,17231,High,6.99,1,0,1,0,1,0
1,17232,High,5.49,0,1,1,1,1,0
2,17233,High,8.880000000000001,0,1,1,1,1,0
2,17234,High,4.49,0,0,1,0,0,0
2,17235,High,7.77,0,0,0,0,1,0
2,17236,High,9.25,1,0,1,1,1,0
2,17237,High,9.69,0,0,1,0,1,1
2,17238,High,10.25,0,0,0,1,0,0
1,17239,High,10.49,0,1,1,1,1,0
1,17240,High,11.11,0,0,1,0,1,0
2,17241,High,8.880000000000001,1,0,1,0,0,0
2,17242,High,6.5,1,0,1,1,0,0
2,17243,High,7.77,0,1,1,0,1,0
2,17244,High,3.99,1,0,1,1,1,0
1,17245,High,11,1,0,1,1,1,0
1,17246,High,3.25,1,0,1,1,1,0
2,17247,High,7.49,0,1,0,0,0,0
1,17248,Low,4.49,0,0,1,1,1,0
1,17249,High,8.19,0,0,0,1,1,0
2,17250,High,11.11,1,0,0,1,1,0
1,17251,High,9.49,1,0,1,1,1,0
2,17252,High,5.49,1,0,1,1,0,0
1,17253,High,11,0,0,1,1,1,0
1,17254,High,9.75,0,1,1,1,1,0
2,17255,High,7,1,0,1,0,1,0
1,17256,Low,7.49,1,0,1,1,1,1
2,17257,High,6.99,0,1,1,1,1,0
2,17258,High,8.19,1,0,1,1,0,0
2,17259,High,7.25,0,0,0,1,0,0
2,17260,High,8.5,0,1,0,1,0,0
2,17261,High,11.11,0,0,1,0,1,0
2,17262,Low,7.49,0,1,1,1,1,0
2,17263,High,10.5,0,0,1,0,1,0
1,17264,High,10,1,0,1,1,1,0
1,17265,High,11.11,0,0,1,1,1,0
2,17266,High,7.75,1,0,1,0,0,0
1,17267,High,9.99,0,0,1,0,1,0
1,17268,High,9.75,0,0,1,1,1,0
2,17269,High,11,1,0,1,1,1,0
1,17270,High,10.99,1,0,1,1,1,0
2,17271,High,5.55,0,0,0,1,0,0
1,17272,High,8.99,0,0,1,1,1,0
2,17273,High,11.75,0,1,1,1,1,0
2,17274,High,5.99,0,0,1,1,1,0
2,17275,High,7.99,0,0,0,1,0,0
2,17276,High,10.49,0,0,1,0,1,0
1,17277,Low,4.49,1,0,1,0,1,0
2,17278,High,10.25,0,0,0,0,0,0
1,17279,High,5.49,1,0,1,0,1,0
2,17280,Medium,9.69,1,0,1,1,1,0
1,17281,High,11,1,0,0,1,1,0
1,17282,High,7.99,0,1,1,1,1,0
1,17283,High,4.44,0,0,1,1,1,0
1,17284,Medium,5.49,0,0,0,1,1,1
2,17285,Low,6,0,1,0,1,0,1
1,17286,High,7.99,1,0,1,0,1,0
1,17287,High,11.75,1,0,1,1,1,0
2,17288,High,3.25,0,0,0,1,1,0
1,17289,High,11.19,1,0,1,0,1,0
1,17290,High,9.49,0,1,1,1,1,0
2,17291,Medium,7.5,1,0,1,0,1,0
2,17292,High,4.5,0,0,1,1,0,0
1,17293,High,10.49,1,0,1,1,1,0
1,17294,High,5.99,0,1,1,1,1,0
1,17295,High,10.99,0,0,1,1,1,0
1,17296,High,8.99,0,0,1,1,1,0
1,17297,Low,5.55,0,0,1,1,1,0
1,17298,High,9,0,1,1,1,1,0
2,17299,Low,5.55,0,0,1,1,0,1
1,17300,Medium,4,0,0,1,1,1,0
1,17301,Low,5.49,1,0,1,0,1,0
1,17302,High,3.25,0,1,1,1,1,0
2,17303,High,9.99,0,1,1,1,0,0
1,17304,High,11.19,1,0,1,1,1,0
1,17305,Low,6.75,0,0,1,1,1,0
1,17306,High,7.75,1,0,1,1,1,0
2,17307,Medium,9.69,0,0,1,0,1,0
2,17308,High,9.75,1,0,1,0,1,0
1,17309,High,10.49,0,0,1,1,1,0
1,17310,Low,5.99,0,0,1,1,1,0
2,17311,High,7,0,0,1,1,0,0
1,17312,Low,6.75,0,1,1,0,1,0
2,17313,High,8.19,1,0,1,1,1,1
1,17314,High,8.19,0,0,1,1,1,0
1,17315,High,7,1,0,0,0,1,0
1,17316,High,9.49,1,0,1,1,1,0
1,17317,High,7.5,1,0,1,0,1,0
1,17318,High,5.99,0,0,1,1,1,0
2,17319,High,3.25,1,0,1,1,0,0
1,17320,High,7.77,0,0,1,1,1,0
2,17321,High,4.49,0,0,1,1,0,0
2,17322,High,7.77,1,0,1,1,1,0
2,17323,High,11.19,0,1,1,0,1,0
2,17324,High,11.75,1,0,1,1,1,0
2,17325,Medium,7.25,1,0,0,1,1,0
2,17326,High,8.99,1,0,1,1,1,0
1,17327,Low,4.49,1,0,1,1,1,0
1,17328,High,5.99,0,1,1,1,1,0
1,17329,Medium,7.25,1,0,1,0,1,0
2,17330,Medium,9.25,1,0,1,0,0,0
1,17331,High,11.69,0,0,1,1,1,1
1,17332,Medium,4.49,1,0,0,1,1,0
1,17333,High,6,1,0,1,1,1,1
2,17334,Low,7,0,1,1,1,0,0
1,17335,High,10.99,0,0,1,1,1,0
2,17336,High,9.99,0,0,0,1,1,0
2,17337,High,9.75,1,0,1,1,1,0
2,17338,High,5.55,0,0,1,1,0,0
1,17339,High,6,0,0,1,0,1,0
1,17340,High,7.5,0,0,1,0,1,0
2,17341,High,9.99,1,0,1,1,1,0
1,17342,High,8,0,1,1,0,1,0
1,17343,High,8.19,0,0,1,0,1,0
1,17344,High,10.99,0,1,1,1,1,0
1,17345,High,4.5,0,0,0,1,1,0
2,17346,Low,4.99,0,0,1,1,0,1
2,17347,High,10,0,1,0,0,0,0
1,17348,High,10.99,0,1,1,0,1,0
1,17349,High,11.11,0,0,1,1,1,0
2,17350,Low,7.49,1,0,1,1,1,0
2,17351,High,4.5,0,0,1,1,0,0
2,17352,Low,3.49,0,1,1,1,0,0
1,17353,High,10.5,1,0,1,1,1,0
1,17354,High,10.99,0,0,0,1,1,0
1,17355,High,10.49,1,0,1,1,1,0
1,17356,High,8.880000000000001,0,0,1,1,1,0
1,17357,High,7.99,0,0,1,1,1,0
2,17358,High,5.49,0,0,1,1,1,0
1,17359,High,8,1,0,1,1,1,0
1,17360,High,9.99,0,1,1,1,1,1
1,17361,High,7.75,1,0,0,1,1,0
2,17362,High,7,0,0,0,1,0,0
2,17363,Medium,3.99,0,0,1,0,1,0
1,17364,High,8.880000000000001,1,0,1,0,1,0
1,17365,High,8.5,0,1,1,1,1,0
1,17366,Low,5.99,0,0,1,1,1,0
1,17367,High,4.99,0,1,1,1,1,0
2,17368,High,4.5,0,0,1,1,1,0
2,17369,High,9.25,0,0,1,1,0,0
1,17370,Low,7.49,0,1,1,1,1,0
1,17371,High,10.5,0,0,1,1,1,0
1,17372,Low,7.5,0,0,1,0,1,0
1,17373,High,11.11,0,1,0,1,1,0
1,17374,Low,5.5,0,1,0,1,1,0
2,17375,High,9.69,0,0,1,1,1,0
2,17376,High,11,0,0,1,1,0,0
2,17377,High,9.69,0,1,1,1,0,0
2,17378,High,4.44,1,0,1,1,1,0
1,17379,High,7.5,0,0,1,1,1,0
2,17380,Medium,5,1,0,1,0,1,0
2,17381,High,3.25,0,0,1,1,1,1
1,17382,High,9.49,0,0,0,1,1,0
2,17383,High,8.5,0,0,1,1,1,0
1,17384,High,10.49,0,0,0,1,1,0
2,17385,High,5.5,0,0,1,1,0,0
1,17386,Low,5.55,0,0,1,0,1,0
2,17387,Medium,5.99,0,0,1,0,1,0
1,17388,Low,7,1,0,1,1,1,0
2,17389,Medium,6.99,1,0,1,1,0,0
1,17390,High,11.11,0,0,1,1,1,0
1,17391,High,9.25,0,1,1,1,1,0
2,17392,High,3.49,1,0,1,1,1,0
2,17393,High,9.25,1,0,0,0,0,0
1,17394,High,8.19,0,0,0,0,1,0
1,17395,Low,5.5,1,0,1,1,1,0
2,17396,High,9,1,0,1,1,0,0
2,17397,High,6.75,1,0,1,1,1,0
1,17398,High,9.49,0,0,1,1,1,0
1,17399,Low,7.49,0,0,0,0,1,0
1,17400,High,5.5,0,0,1,1,1,0
2,17401,High,11.69,0,0,1,1,0,0
1,17402,High,8.99,1,0,0,1,1,0
2,17403,Low,4.44,1,0,1,1,1,1
2,17404,High,9,0,0,1,1,1,0
1,17405,Medium,7.99,1,0,1,1,1,0
1,17406,Low,4.49,1,0,1,1,1,0
2,17407,High,11.11,0,0,0,0,0,0
1,17408,Low,3.25,0,1,0,1,1,0
1,17409,High,7.5,1,0,1,1,1,0
2,17410,High,8.880000000000001,1,0,1,1,0,0
1,17411,High,6.5,0,0,0,1,1,0
2,17412,High,5.55,0,0,1,1,0,0
1,17413,High,11.19,1,0,1,1,1,0
1,17414,High,3.5,0,1,1,0,1,0
2,17415,High,10,0,0,1,1,0,0
1,17416,High,10,0,1,1,1,1,0
2,17417,Low,4.49,0,1,1,1,1,0
2,17418,High,11,0,1,1,1,0,0
2,17419,Low,3.5,0,1,1,1,0,0
2,17420,High,9.49,1,0,1,1,1,0
1,17421,High,4.5,0,0,1,1,1,0
1,17422,Low,5.5,0,1,1,1,1,0
1,17423,High,9.25,0,0,0,1,1,0
1,17424,High,11.75,1,0,0,0,1,0
1,17425,High,11,1,0,1,1,1,0
1,17426,High,8.19,0,1,0,1,1,0
1,17427,High,11.19,0,0,1,1,1,0
2,17428,High,7.5,0,1,0,0,1,0
1,17429,High,8.99,1,0,1,1,1,0
2,17430,High,10.49,0,0,0,1,0,0
1,17431,High,8.5,1,0,1,1,1,0
2,17432,High,11.19,0,0,1,1,1,0
2,17433,High,9.25,1,0,1,1,1,0
2,17434,High,8.19,0,0,1,1,0,0
2,17435,Medium,3.49,1,0,1,1,1,1
1,17436,High,7.25,0,0,1,1,1,0
1,17437,High,4.44,0,0,1,0,1,0
1,17438,High,5.49,1,0,1,1,1,0
2,17439,High,6.5,1,0,1,1,1,0
2,17440,High,9.25,0,0,0,1,0,0
1,17441,High,11.75,0,1,1,1,1,0
1,17442,High,10.99,1,0,1,1,1,0
1,17443,High,7,0,0,1,1,1,0
2,17444,High,9.25,0,0,1,1,0,0
2,17445,Medium,7.49,0,0,1,0,1,1
1,17446,High,9.49,0,0,0,0,1,0
1,17447,High,8.19,0,1,1,1,1,0
2,17448,Medium,9.25,0,0,1,1,0,0
2,17449,High,10.25,1,0,1,1,0,0
2,17450,High,8.5,0,0,1,1,0,0
1,17451,High,7.5,0,1,1,1,1,0
2,17452,High,8.19,0,1,0,1,0,1
2,17453,High,11.11,0,0,1,1,1,0
2,17454,High,10.25,1,0,1,1,1,0
1,17455,High,7.77,0,0,1,1,1,0
2,17456,High,4.44,1,0,0,0,1,0
2,17457,Low,7.5,0,0,1,1,0,0
2,17458,High,11.19,0,1,1,0,1,0
2,17459,High,6.75,0,0,1,1,0,0
2,17460,High,9.69,0,0,1,1,1,0
2,17461,High,4.99,1,0,0,1,1,0
2,17462,High,11.75,1,0,1,1,1,0
1,17463,High,11.11,0,1,1,1,1,0
2,17464,Low,4.49,0,0,1,0,1,1
2,17465,High,8.880000000000001,0,0,1,1,0,0
1,17466,High,11.19,1,0,1,1,1,0
1,17467,Medium,7,1,0,1,1,1,0
1,17468,Low,4,0,0,1,1,1,1
2,17469,Medium,7.5,1,0,1,1,1,0
2,17470,High,4.5,0,1,0,1,0,0
1,17471,High,5.49,0,1,1,1,1,0
2,17472,High,6.75,0,1,1,1,1,1
1,17473,High,8.5,0,0,1,0,1,0
2,17474,High,11.19,1,0,1,0,0,1
2,17475,High,9.99,0,0,1,1,1,0
1,17476,High,7.75,0,1,1,1,1,0
1,17477,High,11.69,1,0,1,1,1,0
1,17478,Medium,7,1,0,1,1,1,1
2,17479,High,3.25,0,0,1,1,0,0
2,17480,High,7.5,0,0,1,1,1,0
1,17481,High,5,1,0,1,1,1,0
2,17482,High,7.5,0,0,1,1,0,0
2,17483,Low,4.44,0,0,1,0,1,0
1,17484,High,10.99,1,0,1,1,1,0
2,17485,Medium,7.99,0,0,1,1,0,1
2,17486,High,3.99,1,0,0,1,1,0
2,17487,Medium,3.5,0,1,1,1,0,0
2,17488,High,3.5,1,0,1,1,1,0
1,17489,Low,6.75,0,0,1,1,1,1
2,17490,High,10,0,0,1,1,0,0
1,17491,High,10.5,0,0,1,1,1,0
2,17492,High,10.5,0,0,1,1,0,0
1,17493,High,5.49,1,0,1,1,1,0
1,17494,High,6,1,0,0,1,1,0
2,17495,High,5.99,0,1,1,1,1,0
2,17496,High,8.19,0,1,1,1,1,0
1,17497,Low,4.99,0,0,1,0,1,0
2,17498,High,9.99,1,0,1,1,1,1
2,17499,High,6.75,0,1,1,1,1,0
2,17500,High,8.19,1,0,1,1,1,0
1,17501,High,5.5,1,0,0,1,1,0
2,17502,Low,6.75,0,0,1,0,0,0
1,17503,High,3.25,0,0,1,1,1,0
1,17504,High,9.99,0,1,0,1,1,0
2,17505,Medium,5.49,0,1,1,1,1,0
1,17506,High,4.5,1,0,1,0,1,0
1,17507,High,7,0,0,1,1,1,0
1,17508,High,4.5,1,0,1,0,1,1
1,17509,High,7,0,0,1,1,1,0
2,17510,Low,5.99,1,0,1,1,1,0
1,17511,High,9.25,0,0,1,0,1,0
1,17512,High,8.5,1,0,0,1,1,0
2,17513,Low,6,1,0,1,1,0,0
2,17514,Low,6.99,1,0,1,1,1,0
2,17515,Low,3.25,1,0,1,0,1,0
1,17516,High,11.75,0,0,1,1,1,1
1,17517,High,9.69,0,1,1,1,1,0
1,17518,High,9.25,0,0,1,1,1,0
1,17519,High,8.19,0,0,1,1,1,0
1,17520,High,9,1,0,1,0,1,0
2,17521,Low,5,0,0,0,0,1,1
2,17522,High,9,0,1,1,1,1,0
2,17523,High,4.99,1,0,0,1,1,0
2,17524,High,9.25,0,1,0,0,1,0
1,17525,High,9.75,1,0,1,1,1,0
2,17526,High,4.99,0,0,1,1,1,0
2,17527,Medium,9,0,0,1,1,1,0
2,17528,High,7.25,0,0,1,0,1,0
2,17529,High,9.25,0,0,1,1,0,0
1,17530,High,9.75,0,0,1,1,1,0
1,17531,High,10,0,1,1,1,1,0
2,17532,High,5.99,0,0,1,1,1,0
2,17533,High,7.25,1,0,1,1,1,0
1,17534,High,10.99,1,0,0,1,1,0
2,17535,High,11,1,0,1,1,1,0
2,17536,High,6.5,0,0,1,0,1,0
1,17537,High,10.49,0,1,0,1,1,0
2,17538,High,11.11,0,1,1,1,1,0
1,17539,High,4.49,0,0,1,1,1,0
1,17540,High,3.5,1,0,0,1,1,0
2,17541,Medium,9.69,0,0,1,1,1,0
1,17542,High,9.99,0,0,1,1,1,0
1,17543,Low,5.5,0,1,1,1,1,1
1,17544,High,10.49,1,0,1,1,1,0
2,17545,High,5.55,0,1,1,1,1,1
1,17546,High,4.5,1,0,1,1,1,0
1,17547,High,6,0,0,1,0,1,0
2,17548,High,9.69,0,0,1,1,1,0
2,17549,High,7.49,0,0,1,0,1,0
1,17550,High,10,0,0,1,1,1,0
1,17551,High,6.99,0,0,1,1,1,1
1,17552,High,9.49,1,0,0,1,1,0
2,17553,High,7.99,0,0,0,1,0,0
1,17554,Medium,9,0,1,1,1,1,1
2,17555,High,7.5,0,0,1,1,1,0
2,17556,High,4.44,1,0,0,0,1,0
1,17557,High,11.69,1,0,0,1,1,0
2,17558,High,10.5,0,0,1,1,1,0
1,17559,High,4.44,0,1,1,1,1,0
2,17560,Low,4,0,1,1,0,1,1
1,17561,High,5.55,1,0,1,1,1,0
2,17562,Medium,5,0,0,1,1,1,0
1,17563,High,7.77,0,1,1,1,1,0
2,17564,High,7.99,0,0,1,1,0,1
2,17565,High,6.99,0,0,1,1,0,0
2,17566,High,7.49,1,0,1,1,1,0
1,17567,Medium,9.49,0,1,1,0,1,0
1,17568,High,7.75,1,0,1,1,1,0
1,17569,High,10,0,1,1,0,1,1
2,17570,High,7,0,0,1,1,1,0
1,17571,High,6.75,1,0,1,0,1,0
1,17572,High,7.5,0,0,1,1,1,0
1,17573,High,4.49,0,1,1,1,1,0
1,17574,High,11.19,0,0,1,1,1,0
2,17575,High,3.99,1,0,1,1,0,0
2,17576,High,9.99,0,0,0,1,0,0
1,17577,High,7.5,1,0,0,1,1,0
2,17578,Medium,3.5,0,0,1,1,1,1
1,17579,High,3.25,1,0,1,1,1,0
2,17580,High,10.5,0,0,1,1,0,0
1,17581,High,10.25,0,0,1,0,1,0
1,17582,High,10.25,1,0,1,1,1,0
1,17583,High,5.99,0,1,1,1,1,0
1,17584,High,11.19,0,1,1,1,1,0
1,17585,High,3.49,1,0,1,1,1,0
2,17586,High,7.99,0,0,1,1,0,0
1,17587,High,11.75,1,0,1,1,1,0
1,17588,Low,3.49,0,0,1,1,1,0
1,17589,High,10.49,0,1,1,1,1,0
1,17590,Medium,6.75,1,0,0,1,1,0
1,17591,High,3.49,1,0,0,1,1,0
2,17592,High,10.5,1,0,1,0,1,0
2,17593,High,11.11,0,0,1,1,0,0
1,17594,High,10.49,1,0,1,1,1,0
2,17595,High,10.25,1,0,1,1,0,0
2,17596,High,8.19,0,1,1,1,0,0
1,17597,Medium,6,0,1,1,1,1,0
2,17598,High,5.99,0,1,1,1,1,0
1,17599,High,8.19,1,0,0,1,1,0
2,17600,High,4.99,1,0,1,1,1,0
2,17601,High,11.11,1,0,1,1,1,1
1,17602,High,7.75,0,1,0,1,1,0
1,17603,High,10.49,0,1,1,1,1,0
1,17604,Low,3.49,0,1,1,0,1,0
2,17605,Medium,3.25,1,0,1,1,1,0
1,17606,High,6.5,1,0,0,0,1,0
1,17607,High,4.44,1,0,0,1,1,0
2,17608,High,8.99,0,1,1,1,1,0
2,17609,High,10.49,1,0,1,1,1,0
1,17610,High,11,0,0,1,0,1,0
1,17611,High,9.69,1,0,0,1,1,0
2,17612,High,3.25,0,1,1,1,0,0
2,17613,High,5.55,0,0,1,1,1,0
1,17614,High,7.25,0,0,1,1,1,0
1,17615,High,11.19,1,0,0,1,1,0
2,17616,High,11.19,0,0,1,1,0,0
2,17617,Medium,4,1,0,1,1,1,0
1,17618,High,5.49,1,0,1,0,1,0
2,17619,Low,7.75,1,0,1,1,0,0
1,17620,High,4.44,0,1,1,0,1,0
1,17621,High,11.75,0,0,0,1,1,0
2,17622,High,6.75,0,0,1,1,1,0
2,17623,High,7.49,1,0,1,1,0,0
2,17624,Medium,5.5,0,0,1,1,1,0
1,17625,High,10,0,0,1,1,1,0
